x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 903.5992, y = -343.4796, z = 763.9532, angle = 174.2974, collision = h0011B1
x = 903.4332, y = -343.799, z = 765.3203, angle = 166.7638, collision = h0011B1
x = 903.0954, y = -344.1148, z = 766.6548, angle = 151.6689, collision = h0011B1
x = 902.4056, y = -344.3848, z = 767.8782, angle = 144.1481, collision = h0011B1
x = 901.5829, y = -344.6634, z = 769.0062, angle = 138.4009, collision = h0011B1
x = 900.4995, y = -344.4189, z = 770.0085, angle = 104.3809, collision = h0011B1
x = 899.1433, y = -344.2112, z = 770.3233, angle = 95.84644, collision = h0011B1
x = 897.8824, y = -343.9781, z = 770.4531, angle = 96.36764, collision = h0011B1
x = 896.4402, y = -343.8535, z = 770.6157, angle = 107.3937, collision = h0011B1
x = 895.4175, y = -343.7607, z = 770.8873, angle = 115.0833, collision = h0011B1
x = 894.1544, y = -343.5424, z = 771.4822, angle = 108.5909, collision = h0011B1
x = 892.821, y = -343.536, z = 771.8815, angle = 98.5086, collision = h0011B1
x = 891.6704, y = -343.5965, z = 771.9379, angle = 88.42336, collision = h0011B1
x = 890.6718, y = -343.7463, z = 771.6581, angle = 47.08772, collision = h0011B1
x = 889.5246, y = -343.8767, z = 771.2155, angle = 57.65414, collision = h0011B1
x = 888.7913, y = -344.1372, z = 770.412, angle = -50.55365, collision = h0010B1
x = 889.4879, y = -344.3838, z = 769.3032, angle = -27.03266, collision = h0010B1
x = 890.119, y = -344.4372, z = 768.1943, angle = -21.18471, collision = h0010B1
x = 890.4938, y = -344.4637, z = 767.2166, angle = -23.47473, collision = h0010B1
x = 891.0499, y = -344.5638, z = 765.8762, angle = -17.50261, collision = h0010B1
x = 891.4385, y = -344.3235, z = 764.6897, angle = -10.92767, collision = h0010B1
x = 891.6603, y = -344.1779, z = 763.6479, angle = -1.934282, collision = h0010B1
x = 891.7089, y = -344.0159, z = 762.3721, angle = 11.89596, collision = h0010B1
x = 891.446, y = -343.8563, z = 761.0953, angle = -13.51108, collision = h0010B1
x = 891.6057, y = -343.7293, z = 760.028, angle = 23.23991, collision = h0010B1
x = 891.231, y = -343.6304, z = 758.9935, angle = 129.9633, collision = h0010B1
x = 890.3308, y = -343.6924, z = 759.4916, angle = 120.6658, collision = h0010B1
x = 889.3438, y = -343.8571, z = 760.2841, angle = 114.3896, collision = h0010B1
x = 888.4012, y = -344.052, z = 760.7375, angle = 103.7136, collision = h0010B1
x = 887.1389, y = -344.2314, z = 761.062, angle = 89.77171, collision = h0010B1
x = 886.0611, y = -344.458, z = 761.1307, angle = 74.36359, collision = h0010B1
x = 884.8562, y = -344.4558, z = 760.8274, angle = -11.53653, collision = h0010B1
x = 884.8311, y = -344.4943, z = 759.4927, angle = -16.29955, collision = h0010B1
x = 885.1429, y = -344.2971, z = 758.4933, angle = -16.24958, collision = h0010B1
x = 885.4407, y = -344.123, z = 757.4686, angle = -16.11571, collision = h0010B1
x = 885.9877, y = -343.9177, z = 756.5521, angle = -14.96171, collision = h0010B1
x = 886.2585, y = -343.7601, z = 755.2435, angle = -1.982053, collision = h0010B1
x = 886.308, y = -343.6464, z = 754.1807, angle = 21.58168, collision = h0010B1
x = 885.7477, y = -343.6468, z = 752.8907, angle = 48.25048, collision = h0010B1
x = 884.6755, y = -343.7279, z = 751.9457, angle = 63.76202, collision = h0010B1
x = 883.395, y = -343.7047, z = 751.3106, angle = 92.00699, collision = h0010B1
x = 882.0413, y = -343.8961, z = 751.2674, angle = 143.9267, collision = h0010B1
x = 881.1913, y = -344.1602, z = 752.2626, angle = 95.71244, collision = h0010B1
x = 879.9586, y = -344.2375, z = 752.1282, angle = 90.04452, collision = h0010B1
x = 878.7457, y = -344.5327, z = 752.6473, angle = 144.6734, collision = h0010B1
x = 878.2192, y = -344.5117, z = 753.4984, angle = 167.0713, collision = h0010B1
x = 877.395, y = -343.7557, z = 754.0546, angle = 159.2285, collision = h0010B1
x = 876.9839, y = -343.3726, z = 755.1872, angle = 158.3368, collision = h0010B1
x = 876.366, y = -343.3334, z = 756.5274, angle = -154.9879, collision = h0010B1
x = 876.8719, y = -343.1854, z = 757.5429, angle = -101.8439, collision = h0010B1
x = 878.2266, y = -343.3954, z = 758.0872, angle = -151.6182, collision = h0010B1
x = 878.9039, y = -343.5224, z = 759.2288, angle = -130.6101, collision = h0010B1
x = 880.0008, y = -343.67, z = 760.2324, angle = -150.4546, collision = h0010B1
x = 880.7363, y = -343.8318, z = 761.3232, angle = -96.78664, collision = h0010B1
x = 882.1694, y = -344.0862, z = 761.3885, angle = -82.86871, collision = h0010B1
x = 883.4682, y = -344.3046, z = 761.1669, angle = -77.35166, collision = h0010B1
x = 1046.643, y = -330, z = 855.022, angle = -173.3502, collision = h0100B1
x = 1045.272, y = -330, z = 854.7921, angle = 23.89304, collision = h0100B1
x = 1044.855, y = -329.8636, z = 853.6442, angle = -81.70088, collision = h0100B1
x = 1046.016, y = -329.6213, z = 853.5162, angle = -139.1738, collision = h0100B1
x = 1047.635, y = -330, z = 854.757, angle = -118.28, collision = h0100B1
x = 1048.822, y = -330, z = 855.3335, angle = -112.3126, collision = h0100B1
x = 1049.685, y = -330, z = 856.1431, angle = 152.0781, collision = h0100B1
x = 1048.81, y = -330, z = 857.0142, angle = 71.90956, collision = h0100B1
x = 1047.618, y = -330, z = 856.6422, angle = 70.78175, collision = h0100B1
x = 1046.603, y = -330, z = 856.2646, angle = 39.46524, collision = h0100B1
x = 1044.713, y = -330, z = 855.6375, angle = 160.8848, collision = h0100B1
x = 1044.351, y = -330, z = 857.0374, angle = -121.4552, collision = h0100B1
x = 1045.323, y = -330, z = 857.8054, angle = -111.9448, collision = h0100B1
x = 1046.675, y = -330, z = 858.3804, angle = -115.5786, collision = h0100B1
x = 1047.973, y = -330, z = 859.0275, angle = 171.7014, collision = h0100B1
x = 1047.955, y = -330, z = 860.1485, angle = 94.76746, collision = h0100B1
x = 1046.504, y = -330, z = 860.2385, angle = 72.38362, collision = h0100B1
x = 1045.242, y = -330, z = 859.8416, angle = 69.56122, collision = h0100B1
x = 1043.87, y = -330, z = 859.3702, angle = 110.8324, collision = h0100B1
x = 1042.712, y = -330, z = 859.9532, angle = 166.6592, collision = h0100B1
x = 1042.559, y = -330, z = 861.1799, angle = -99.10408, collision = h0100B1
x = 1043.944, y = -330, z = 861.5465, angle = -94.84944, collision = h0100B1
x = 1045.387, y = -330, z = 861.695, angle = -97.23061, collision = h0100B1
x = 1046.809, y = -330, z = 861.8604, angle = -131.98, collision = h0100B1
x = 1047.844, y = -330, z = 862.6829, angle = -160.4866, collision = h0100B1
x = 1047.962, y = -330, z = 863.9573, angle = 109.8873, collision = h0100B1
x = 1046.76, y = -330, z = 864.3907, angle = 90.43243, collision = h0100B1
x = 1045.685, y = -330, z = 864.4354, angle = 75.60995, collision = h0100B1
x = 1044.44, y = -330, z = 864.1125, angle = 73.92477, collision = h0100B1
x = 1043.041, y = -330, z = 863.7495, angle = 104.4924, collision = h0100B1
x = 1041.757, y = -330, z = 864.2839, angle = 176.8952, collision = h0100B1
x = 1041.747, y = -330.082, z = 865.4968, angle = -123.5931, collision = h0100B1
x = 1042.578, y = -330.3146, z = 866.1407, angle = -114.0518, collision = h0100B1
x = 1043.896, y = -330.4283, z = 866.7, angle = -113.5901, collision = h0100B1
x = 1045.038, y = -330.5385, z = 867.2057, angle = -148.7761, collision = h0100B1
x = 1045.827, y = -331.0699, z = 868.3798, angle = -176.1366, collision = h0100B1
x = 1045.929, y = -331.7724, z = 869.6798, angle = -174.0625, collision = h0100B1
x = 1046.016, y = -332, z = 870.7817, angle = 149.0652, collision = h0100B1
x = 1045.273, y = -332, z = 871.9211, angle = 86.62679, collision = h0100B1
x = 1044.239, y = -332, z = 871.686, angle = -34.78215, collision = h0100B1
x = 1044.981, y = -332, z = 870.4574, angle = -25.69581, collision = h0100B1
x = 1044.728, y = -331.2697, z = 868.4473, angle = 84.49657, collision = h0100B1
x = 1043.592, y = -331.4722, z = 868.5099, angle = 170.3698, collision = h0100B1
x = 1043.352, y = -332, z = 869.4122, angle = -173.434, collision = h0100B1
x = 1043.283, y = -332, z = 870.8936, angle = 109.712, collision = h0100B1
x = 1042.079, y = -332, z = 871.3535, angle = 41.61812, collision = h0100B1
x = 1041.138, y = -332, z = 870.3755, angle = 22.42559, collision = h0100B1
x = 1040.504, y = -332, z = 869.2445, angle = 111.1586, collision = h0100B1
x = 1039.511, y = -332, z = 869.4821, angle = 179.9036, collision = h0100B1
x = 1039.318, y = -332, z = 870.7215, angle = 164.0652, collision = h0100B1
x = 1038.967, y = -332, z = 872.1156, angle = -160.2816, collision = h0100B1
x = 1039.217, y = -332, z = 873.1343, angle = -147.0277, collision = h0100B1
x = 1040.157, y = -332, z = 874.0434, angle = -109.5513, collision = h0100B1
x = 1041.4, y = -332, z = 874.6095, angle = -131.6204, collision = h0100B1
x = 1042.545, y = -332, z = 875.5597, angle = -173.4835, collision = h0100B1
x = 1042.764, y = -332, z = 876.7974, angle = 157.9188, collision = h0100B1
x = 1042.29, y = -332, z = 877.9152, angle = 163.2517, collision = h0100B1
x = 1041.954, y = -332, z = 878.9523, angle = 179.7474, collision = h0100B1
x = 1041.907, y = -332, z = 880.2361, angle = 109.1331, collision = h0100B1
x = 1040.598, y = -332, z = 880.5063, angle = 43.383, collision = h0100B1
x = 1039.552, y = -332, z = 879.6858, angle = 84.62348, collision = h0100B1
x = 1038.551, y = -332, z = 879.5323, angle = 86.14774, collision = h0100B1
x = 1037.415, y = -332, z = 879.0975, angle = -17.80132, collision = h0100B1
x = 1037.898, y = -332, z = 877.8741, angle = -30.6553, collision = h0100B1
x = 1038.6, y = -332, z = 876.6693, angle = -18.32762, collision = h0100B1
x = 1039.117, y = -332, z = 875.3601, angle = -53.612, collision = h0100B1
x = 1038.301, y = -332, z = 873.9058, angle = 120.8816, collision = h0100B1
x = 1037.185, y = -332, z = 874.6524, angle = 106.2529, collision = h0100B1
x = 1036.231, y = -332, z = 874.9677, angle = 65.84762, collision = h0100B1
x = 1035.182, y = -332.0119, z = 874.3478, angle = 5.367136, collision = h0100B1
x = 1035.018, y = -332.2459, z = 873.3545, angle = 59.56361, collision = h0100B1
x = 1034.018, y = -332.9173, z = 872.5488, angle = 59.86456, collision = h0100B1
x = 1032.731, y = -333.4, z = 871.8017, angle = 66.00153, collision = h0100B1
x = 1031.556, y = -333.4, z = 871.1986, angle = 61.63094, collision = h0100B1
x = 1030.194, y = -333.4, z = 870.6891, angle = 95.95794, collision = h0100B1
x = 1028.88, y = -333.4, z = 870.7718, angle = 103.337, collision = h0100B1
x = 1027.887, y = -333.4, z = 871.3948, angle = -170.9216, collision = h0100B1
x = 1027.997, y = -333.4, z = 872.4269, angle = -143.8931, collision = h0100B1
x = 1028.83, y = -333.3997, z = 873.4595, angle = -55.6027, collision = h0100B1
x = 1029.792, y = -333.4, z = 872.5733, angle = -25.0566, collision = h0100B1
x = 1032.43, y = -333.4, z = 870.4154, angle = -90.17623, collision = h0100B1
x = 1033.82, y = -333.4, z = 870.7339, angle = -110.1129, collision = h0100B1
x = 1035.055, y = -333.4, z = 871.2018, angle = -101.7615, collision = h0100B1
x = 1031.686, y = -333.4, z = 872.7282, angle = 163.0049, collision = h0100B1
x = 1031.289, y = -333.4, z = 874.0606, angle = -164.0874, collision = h0100B1
x = 1031.703, y = -333.4, z = 875.466, angle = -123.6893, collision = h0100B1
x = 1032.781, y = -333.4, z = 876.1731, angle = -108.0801, collision = h0100B1
x = 1034.178, y = -333.4, z = 876.6823, angle = -84.21175, collision = h0100B1
x = 1035.345, y = -333.4, z = 876.8483, angle = -144.4921, collision = h0100B1
x = 1030.431, y = -333.3996, z = 874.7574, angle = 62.04282, collision = h0100B1
x = 1028.098, y = -333.4, z = 874.2957, angle = -150.3442, collision = h0100B1
x = 1028.699, y = -333.399, z = 875.4309, angle = -132.2558, collision = h0100B1
x = 1029.143, y = -333.5249, z = 876.4454, angle = 172.7367, collision = h0100B1
x = 1028.566, y = -333.8383, z = 877.7098, angle = 145.9744, collision = h2100B1
x = 1027.983, y = -334.4336, z = 878.5579, angle = 143.6254, collision = h2100B1
x = 1027.209, y = -335.2289, z = 879.6938, angle = 165.6604, collision = h2100B1
x = 1026.832, y = -335.9736, z = 881.0359, angle = 153.7696, collision = h2100B1
x = 1026.146, y = -336.7732, z = 882.2518, angle = 116.7969, collision = h2100B1
x = 1025.004, y = -337.1795, z = 883.0197, angle = 170.8994, collision = h2100B1
x = 1024.708, y = -337.1433, z = 884.3597, angle = 157.5271, collision = h2100B1
x = 1024.73, y = -337.088, z = 885.5876, angle = -99.38316, collision = h2100B1
x = 1025.774, y = -336.9975, z = 885.8475, angle = -110.1321, collision = h2100B1
x = 1026.779, y = -336.9417, z = 885.3823, angle = -63.93172, collision = h2100B1
x = 1027.999, y = -336.8693, z = 884.9246, angle = -71.66546, collision = h2100B1
x = 1028.886, y = -336.8271, z = 884.351, angle = -4.940057, collision = h2100B1
x = 1029.098, y = -336.855, z = 883.346, angle = -42.04856, collision = h2100B1
x = 1029.755, y = -336.8453, z = 882.4311, angle = -27.84157, collision = h2100B1
x = 1030.464, y = -336.847, z = 881.1652, angle = -38.98516, collision = h2100B1
x = 1031.518, y = -336.811, z = 880.1629, angle = -100.0842, collision = h2100B1
x = 1032.775, y = -336.7043, z = 880.422, angle = -151.108, collision = h2100B1
x = 1033.418, y = -336.5987, z = 881.723, angle = -106.7363, collision = h2100B1
x = 1034.457, y = -336.5007, z = 882.165, angle = -177.9887, collision = h2100B1
x = 1033.856, y = -336.5088, z = 883.0198, angle = 74.47787, collision = h2100B1
x = 1032.776, y = -336.6078, z = 882.6293, angle = -33.52111, collision = h2100B1
x = 1031.526, y = -336.7646, z = 881.2084, angle = 168.3013, collision = h2100B1
x = 1031.173, y = -336.7324, z = 882.5566, angle = 125.0377, collision = h2100B1
x = 1030.44, y = -336.7574, z = 883.2548, angle = 118.0652, collision = h2100B1
x = 1029.825, y = -336.7344, z = 884.8452, angle = -127.1551, collision = h2100B1
x = 1030.596, y = -336.6477, z = 885.4916, angle = -177.7377, collision = h2100B1
x = 1030.772, y = -336.5774, z = 886.7928, angle = 155.6459, collision = h2100B1
x = 1030.069, y = -336.5776, z = 888.0065, angle = 163.817, collision = h2100B1
x = 1029.472, y = -336.571, z = 889.1914, angle = 150.9016, collision = h2100B1
x = 1028.673, y = -336.5857, z = 890.2401, angle = 49.15157, collision = h2100B1
x = 1027.816, y = -336.6862, z = 889.4255, angle = -18.08715, collision = h2100B1
x = 1027.949, y = -336.7391, z = 887.9878, angle = 27.53845, collision = h2100B1
x = 1027.301, y = -336.8405, z = 886.793, angle = 64.62789, collision = h2100B1
x = 1025.871, y = -336.9464, z = 886.848, angle = 165.2324, collision = h2100B1
x = 1025.218, y = -336.9388, z = 888.1522, angle = 78.572, collision = h2100B1
x = 1023.923, y = -337.0417, z = 888.0347, angle = 105.2927, collision = h2100B1
x = 1022.838, y = -337.3482, z = 888.092, angle = 105.2927, collision = h2100B1
x = 1021.537, y = -337.5267, z = 888.8189, angle = 121.0585, collision = h2100B1
x = 1020.659, y = -337.9826, z = 889.3156, angle = 87.78843, collision = h2100B1
x = 1019.626, y = -338.347, z = 889.5776, angle = 57.96962, collision = h2100B1
x = 1018.605, y = -338.1165, z = 889.2413, angle = 69.5206, collision = h2100B1
x = 1017.769, y = -338.4051, z = 888.4678, angle = 31.8529, collision = h2100B1
x = 1016.973, y = -338.7043, z = 887.6614, angle = 87.8868, collision = h2100B1
x = 1015.884, y = -338.6068, z = 887.796, angle = 128.7291, collision = h2100B1
x = 1015.186, y = -338.7878, z = 888.725, angle = 164.6481, collision = h2100B1
x = 1014.887, y = -338.7907, z = 889.8187, angle = 172.3265, collision = h2100B1
x = 1014.772, y = -338.6864, z = 890.98, angle = -169.3961, collision = h2100B1
x = 1015.246, y = -338.479, z = 891.9641, angle = -124.8092, collision = h2100B1
x = 1016.255, y = -338.4916, z = 892.4592, angle = -87.50583, collision = h2100B1
x = 1016.558, y = -338.0628, z = 891.4626, angle = 57.35579, collision = h2100B1
x = 1015.874, y = -338.1485, z = 890.6309, angle = -15.32242, collision = h2100B1
x = 1016.236, y = -338.1522, z = 889.2534, angle = -29.73251, collision = h2100B1
x = 1017.634, y = -337.9798, z = 889.4973, angle = -158.9542, collision = h2100B1
x = 1018.407, y = -338.1318, z = 890.741, angle = -167.4407, collision = h2100B1
x = 1018.507, y = -338.3114, z = 892.1788, angle = 160.9702, collision = h2100B1
x = 1018.127, y = -338.5864, z = 893.5671, angle = -96.8997, collision = h2100B1
x = 1019.163, y = -338.6618, z = 893.2622, angle = -43.94126, collision = h2100B1
x = 1020.103, y = -338.9435, z = 892.5908, angle = -90.22964, collision = h2100B1
x = 1021.05, y = -339.5692, z = 892.564, angle = -177.9636, collision = h2100B1
x = 1020.837, y = -340.0771, z = 893.3021, angle = 154.8726, collision = h2100B1
x = 1020.23, y = -340.9383, z = 894.6661, angle = 167.7527, collision = h2100B1
x = 1019.98, y = -341.6, z = 895.9677, angle = -115.3104, collision = h0101B1
x = 1020.835, y = -341.6, z = 896.6291, angle = -115.3104, collision = h0101B1
x = 1021.839, y = -341.6, z = 896.619, angle = -38.30246, collision = h0101B1
x = 1022.791, y = -341.6, z = 896.2778, angle = -99.0471, collision = h0101B1
x = 1023.772, y = -341.6, z = 895.7314, angle = -79.69434, collision = h0101B1
x = 1024.993, y = -341.011, z = 895.3375, angle = -83.38613, collision = h0101B1
x = 1026.459, y = -341, z = 895.1791, angle = -103.5852, collision = h0101B1
x = 1027.657, y = -341, z = 895.633, angle = -166.7781, collision = h0101B1
x = 1027.926, y = -341, z = 896.7454, angle = -156.566, collision = h0101B1
x = 1028.213, y = -341, z = 897.8186, angle = -171.0781, collision = h0101B1
x = 1028.279, y = -341, z = 899.1893, angle = 178.818, collision = h0101B1
x = 1028.305, y = -341, z = 900.5096, angle = -173.3886, collision = h0101B1
x = 1028.483, y = -341, z = 901.9868, angle = -152.2257, collision = h0101B1
x = 1029.093, y = -341, z = 903.1519, angle = -145.5814, collision = h0101B1
x = 1029.933, y = -341, z = 904.3794, angle = -162.9468, collision = h0101B1
x = 1030.271, y = -341, z = 905.6816, angle = 154.2227, collision = h0101B1
x = 1029.667, y = -341, z = 906.8501, angle = 135.0498, collision = h0101B1
