x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 139.9777, y = -383.4081, z = 119.7782, angle = 69.39839, collision = h0061B1
x = 138.7109, y = -383.2032, z = 119.5863, angle = 54.53065, collision = h0061B1
x = 137.5426, y = -383.2032, z = 118.8815, angle = 71.6729, collision = h6101B1
x = 136.3813, y = -382.8101, z = 117.8719, angle = 54.16294, collision = h0061B1
x = 135.2712, y = -383.2032, z = 117.5238, angle = 56.40565, collision = h0061B1
x = 134.094, y = -383.2032, z = 116.7754, angle = 64.20802, collision = h0061B1
x = 132.8617, y = -383.2032, z = 116.1513, angle = 37.38735, collision = h0061B1
x = 132.0144, y = -383.4516, z = 115.2914, angle = 13.11947, collision = h0061B1
x = 131.6082, y = -383.4516, z = 114.0113, angle = -35.54328, collision = h0061B1
x = 131.8236, y = -383.4516, z = 113.0095, angle = -62.16031, collision = h0061B1
x = 132.8638, y = -383.4516, z = 112.2675, angle = -105.4726, collision = h0061B1
x = 134.0705, y = -383.4516, z = 112.1599, angle = -154.4106, collision = h0061B1
x = 134.7633, y = -383.2039, z = 113.1618, angle = -99.50071, collision = h0061B1
x = 135.8624, y = -383.2032, z = 113.8136, angle = -57.75148, collision = h0061B1
x = 137.0128, y = -383.2032, z = 113.4164, angle = -52.6702, collision = h0061B1
x = 137.8473, y = -383.2032, z = 112.7698, angle = -65.67321, collision = h0061B1
x = 139.4708, y = -382.7252, z = 111.9709, angle = -136.1934, collision = h0061B1
x = 140.9687, y = -383.2032, z = 112.4514, angle = -150.0293, collision = h0061B1
x = 141.7136, y = -383.2032, z = 113.4621, angle = -157.1002, collision = h0061B1
x = 142.2658, y = -383.2032, z = 114.7295, angle = -165.8172, collision = h0061B1
x = 142.7748, y = -383.3454, z = 116.2173, angle = -91.93119, collision = h0061B1
x = 144.0034, y = -383.4516, z = 116.698, angle = -28.62195, collision = h0061B1
x = 144.9505, y = -383.4516, z = 115.9198, angle = -18.91833, collision = h0061B1
x = 145.407, y = -383.4516, z = 114.5928, angle = 20.38288, collision = h0061B1
x = 145.3701, y = -383.4177, z = 113.3939, angle = 42.39624, collision = h0061B1
x = 144.5163, y = -383.2032, z = 112.3451, angle = 44.23796, collision = h0061B1
x = 143.5202, y = -383.2032, z = 111.94, angle = 57.24835, collision = h0061B1
x = 142.1603, y = -383.2032, z = 111.117, angle = 43.05463, collision = h0061B1
x = 141.0972, y = -383.2032, z = 110.1268, angle = 40.84071, collision = h0061B1
x = 140.3872, y = -383.2032, z = 109.2964, angle = 50.70665, collision = h0061B1
x = 139.4777, y = -382.9781, z = 108.4879, angle = 38.2101, collision = h0061B1
x = 138.5374, y = -383.4001, z = 107.2172, angle = 0.8824741, collision = h6101B1
x = 138.3486, y = -383.2579, z = 105.5978, angle = -25.20375, collision = h6101B1
x = 138.6076, y = -383.3349, z = 104.5225, angle = -70.29423, collision = h6101B1
x = 139.8885, y = -383.4516, z = 103.7678, angle = -135.4269, collision = h6101B1
x = 141.1694, y = -383.4516, z = 104.4163, angle = -136.6669, collision = h0061B1
x = 142.0868, y = -383.2032, z = 105.3831, angle = -119.812, collision = h6101B1
x = 142.985, y = -383.2032, z = 106.0784, angle = -109.265, collision = h0061B1
x = 143.8817, y = -383.2032, z = 106.5556, angle = -108.9911, collision = h6101B1
x = 145.6064, y = -382.6377, z = 107.2399, angle = -111.7649, collision = h0061B1
x = 146.5924, y = -382.9443, z = 107.8102, angle = -111.7649, collision = h0061B1
x = 147.4333, y = -383.2032, z = 108.4138, angle = -117.4677, collision = h0061B1
x = 148.6129, y = -383.3042, z = 109.1192, angle = -107.2455, collision = h0061B1
x = 149.6658, y = -383.0373, z = 109.1283, angle = -177.7683, collision = h0061B1
x = 150.0455, y = -383.4516, z = 110.5115, angle = 153.5902, collision = h0061B1
x = 149.5254, y = -383.4516, z = 111.6478, angle = 145.2989, collision = h0061B1
x = 148.835, y = -383.2844, z = 112.8541, angle = 27.83859, collision = h0061B1
x = 150.9307, y = -383.4516, z = 108.8904, angle = 32.93111, collision = h0061B1
x = 151.0808, y = -383.4483, z = 107.8045, angle = 85.02894, collision = h0061B1
x = 149.3304, y = -383.2032, z = 107.2022, angle = 70.74896, collision = h0061B1
x = 147.9642, y = -383.2032, z = 106.8745, angle = 37.01543, collision = h0061B1
x = 147.1578, y = -383.2032, z = 105.9158, angle = 40.55523, collision = h0061B1
x = 146.416, y = -383.2032, z = 105.0152, angle = -0.5092179, collision = h6101B1
x = 147.0183, y = -382.9115, z = 103.8124, angle = -95.39719, collision = h0061B1
x = 148.008, y = -383.113, z = 103.385, angle = -120.5539, collision = h0061B1
x = 149.4115, y = -383.2032, z = 103.6942, angle = -155.685, collision = h0061B1
x = 150.0579, y = -383.2032, z = 104.5844, angle = -141.8448, collision = h0061B1
x = 150.6392, y = -383.2032, z = 105.73, angle = -119.538, collision = h0061B1
x = 151.5587, y = -383.4516, z = 106.3603, angle = -65.31673, collision = h6101B1
x = 152.8871, y = -383.4516, z = 106.4586, angle = -1.226197, collision = h0061B1
x = 153.5737, y = -383.4516, z = 105.3764, angle = 40.62429, collision = h0061B1
x = 153.0476, y = -383.4102, z = 104.2075, angle = 77.07783, collision = h0061B1
x = 151.8159, y = -383.2032, z = 103.703, angle = 66.92545, collision = h0061B1
x = 150.4825, y = -383.2032, z = 103.4008, angle = -6.115956, collision = h0061B1
x = 150.1301, y = -383.2032, z = 102.2605, angle = -28.04376, collision = h0061B1
x = 150.7086, y = -383.2032, z = 100.9533, angle = -95.08434, collision = h0061B1
x = 151.9973, y = -383.2032, z = 100.8369, angle = -139.0187, collision = h0061B1
x = 152.8579, y = -383.2032, z = 101.5952, angle = -131.7656, collision = h0061B1
x = 153.5818, y = -383.2032, z = 102.3889, angle = -87.55501, collision = h0061B1
x = 154.7078, y = -383.4516, z = 102.7386, angle = -16.1698, collision = h0061B1
x = 155.5049, y = -383.4516, z = 101.8304, angle = 50.54296, collision = h0061B1
x = 154.6439, y = -383.2032, z = 100.7983, angle = 50.95781, collision = h0061B1
x = 153.6357, y = -383.2032, z = 99.97375, angle = 60.02124, collision = h0061B1
x = 152.5089, y = -383.2032, z = 99.23377, angle = 68.02032, collision = h0061B1
x = 151.3038, y = -383.2032, z = 98.61054, angle = 69.53465, collision = h0061B1
x = 149.9359, y = -383.2032, z = 98.12354, angle = 41.2145, collision = h0061B1
x = 148.9058, y = -383.2032, z = 97.27058, angle = 45.40366, collision = h0061B1
x = 148.0257, y = -383.4516, z = 96.39004, angle = 41.7457, collision = h0061B1
x = 147.1304, y = -383.4516, z = 95.40175, angle = 24.97095, collision = h0061B1
x = 147.8767, y = -383.4516, z = 93.81602, angle = -116.9742, collision = h0061B1
x = 149.1979, y = -383.4516, z = 94.29375, angle = -144.2259, collision = h0061B1
x = 150.184, y = -383.2032, z = 95.43962, angle = -152.0833, collision = h0061B1
x = 150.5817, y = -383.2032, z = 96.38427, angle = -137.3384, collision = h0061B1
x = 151.4497, y = -383.2032, z = 97.51225, angle = -131.7675, collision = h0061B1
x = 154.7471, y = -383.2032, z = 99.67607, angle = -94.98494, collision = h0061B1
x = 156.4834, y = -383.3359, z = 99.84743, angle = -92.46693, collision = h0061B1
x = 157.7959, y = -383.4516, z = 99.95526, angle = -78.37804, collision = h0061B1
x = 158.8406, y = -383.4516, z = 99.89827, angle = -53.8613, collision = h0061B1
x = 160.1002, y = -383.3574, z = 99.32226, angle = 35.22163, collision = h0061B1
x = 161.9367, y = -383.4516, z = 96.51715, angle = 59.42974, collision = h0061B1
x = 161.3011, y = -383.4516, z = 95.63371, angle = 82.25388, collision = h0061B1
x = 160.0624, y = -383.2144, z = 95.16159, angle = 167.006, collision = h0061B1
x = 159.1729, y = -383.2032, z = 96.05625, angle = -145.0203, collision = h0061B1
x = 159.6295, y = -383.4516, z = 97.33099, angle = -35.18244, collision = h0061B1
x = 160.802, y = -383.4516, z = 96.62563, angle = 40.6683, collision = h0061B1
x = 159.1758, y = -383.2032, z = 94.48795, angle = 56.1997, collision = h0061B1
x = 157.9671, y = -383.2032, z = 94.22406, angle = 141.5941, collision = h0061B1
x = 157.2168, y = -383.2032, z = 95.37121, angle = 170.7917, collision = h0061B1
x = 156.91, y = -383.2032, z = 96.70837, angle = 166.3878, collision = h0061B1
x = 156.7657, y = -383.2032, z = 97.8323, angle = 125.5329, collision = h6101B1
x = 155.8208, y = -383.2032, z = 98.7893, angle = 101.9083, collision = h0061B1
x = 148.7484, y = -383.4516, z = 95.40205, angle = 21.98904, collision = h0061B1
x = 148.7311, y = -383.4516, z = 93.11916, angle = -96.79987, collision = h0061B1
x = 149.8351, y = -383.4516, z = 92.84289, angle = -117.5522, collision = h0061B1
x = 151.1151, y = -383.297, z = 93.28096, angle = -140.291, collision = h0061B1
x = 152.2813, y = -383.2032, z = 94.21924, angle = -146.2869, collision = h0061B1
x = 152.7522, y = -383.2032, z = 95.11153, angle = -89.83679, collision = h0061B1
x = 154.0268, y = -383.2032, z = 95.60312, angle = -28.8343, collision = h0061B1
x = 154.9669, y = -383.2032, z = 95.15382, angle = 23.47144, collision = h0061B1
x = 155.0229, y = -383.2032, z = 93.85873, angle = 49.8089, collision = h0061B1
x = 154.2573, y = -383.2032, z = 93.00217, angle = 54.45982, collision = h0061B1
x = 153.1954, y = -383.2032, z = 92.17976, angle = 58.78146, collision = h0061B1
x = 151.9613, y = -383.4516, z = 91.35112, angle = 58.98896, collision = h0061B1
x = 150.8187, y = -383.4516, z = 90.66897, angle = -66.93314, collision = h0061B1
x = 152.1684, y = -383.4516, z = 88.95238, angle = -103.471, collision = h0061B1
x = 153.3388, y = -383.4516, z = 88.98759, angle = -110.8273, collision = h0061B1
x = 154.5866, y = -383.2214, z = 89.39626, angle = -109.9923, collision = h0061B1
x = 155.9861, y = -383.2032, z = 89.90041, angle = -110.016, collision = h0061B1
x = 157.5293, y = -383.2032, z = 90.45701, angle = -84.30148, collision = h0061B1
x = 158.93, y = -383.2032, z = 90.78037, angle = -10.29606, collision = h0061B1
x = 159.6638, y = -383.2032, z = 89.84782, angle = 47.49089, collision = h0061B1
x = 159.1502, y = -383.2032, z = 88.8834, angle = 56.21067, collision = h0061B1
x = 158.0628, y = -383.2032, z = 88.08045, angle = 59.66449, collision = h0061B1
x = 156.8435, y = -383.2032, z = 87.30743, angle = 58.74075, collision = h0061B1
x = 155.6848, y = -383.4516, z = 86.64075, angle = 29.59233, collision = h0061B1
x = 154.8802, y = -383.4516, z = 85.68475, angle = -72.86407, collision = h0061B1
x = 155.957, y = -383.4516, z = 84.29787, angle = -90.93184, collision = h0061B1
x = 157.3982, y = -383.4516, z = 84.30684, angle = -107.7615, collision = h0061B1
x = 158.4005, y = -383.2981, z = 84.59459, angle = -123.0031, collision = h0061B1
x = 159.6777, y = -383.2032, z = 85.3099, angle = -126.3667, collision = h0061B1
x = 160.5029, y = -383.2032, z = 85.90752, angle = -128.6192, collision = h0061B1
x = 161.6416, y = -383.2032, z = 86.79976, angle = -132.8767, collision = h0061B1
x = 162.4873, y = -383.2032, z = 87.54543, angle = -136.8544, collision = h0061B1
x = 163.446, y = -383.2032, z = 88.53668, angle = -145.1229, collision = h0061B1
x = 164.3388, y = -383.2032, z = 89.67519, angle = -153.6606, collision = h0061B1
x = 165.0439, y = -383.4516, z = 91.03708, angle = -127.7604, collision = h0061B1
x = 166.0408, y = -383.4516, z = 91.8823, angle = 11.25772, collision = h0061B1
x = 167.2134, y = -383.4516, z = 90.24139, angle = 66.60272, collision = h0061B1
x = 166.3442, y = -383.4516, z = 89.22552, angle = 81.53381, collision = h0061B1
x = 161.1868, y = -383.2032, z = 87.9642, angle = 71.16092, collision = h0061B1
x = 159.8026, y = -383.2032, z = 87.57902, angle = 51.12894, collision = h0061B1
x = 158.7377, y = -383.2032, z = 86.75631, angle = 45.46893, collision = h0061B1
x = 157.9124, y = -383.2032, z = 85.99467, angle = 39.23168, collision = h0061B1
x = 156.6537, y = -383.4516, z = 83.16637, angle = -61.82975, collision = h0061B1
x = 157.4116, y = -383.4516, z = 82.49362, angle = -110.5729, collision = h0061B1
x = 158.61, y = -383.4516, z = 82.49331, angle = -160.7471, collision = h0061B1
x = 159.2594, y = -383.376, z = 83.30564, angle = -155.2953, collision = h0061B1
x = 165.0966, y = -383.2032, z = 88.86172, angle = -88.24726, collision = h0061B1
x = 167.6506, y = -383.4516, z = 88.62186, angle = -12.46142, collision = h0061B1
x = 168.2296, y = -383.4516, z = 87.46341, angle = 12.21691, collision = h0061B1
x = 168.1439, y = -383.4516, z = 86.36044, angle = 18.78973, collision = h0061B1
x = 167.3136, y = -383.2032, z = 85.5799, angle = 22.22742, collision = h0061B1
x = 166.9629, y = -383.2032, z = 84.59605, angle = 47.12054, collision = h0061B1
x = 166.0172, y = -383.2032, z = 83.63655, angle = 58.80121, collision = h0061B1
x = 164.8489, y = -383.2032, z = 82.90047, angle = 61.39309, collision = h0061B1
x = 163.5648, y = -383.2032, z = 82.15573, angle = 60.73323, collision = h0061B1
x = 162.321, y = -383.2032, z = 81.48919, angle = 58.67944, collision = h0061B1
x = 161.3291, y = -383.3773, z = 80.83481, angle = 23.43622, collision = h0061B1
x = 160.6265, y = -383.4516, z = 79.98413, angle = 8.959597, collision = h0061B1
x = 160.1057, y = -383.4516, z = 79.0343, angle = 159.3337, collision = h0061B1
x = 159.2025, y = -383.4516, z = 80.10557, angle = -161.448, collision = h0061B1
x = 159.0631, y = -383.4516, z = 81.43336, angle = -108.767, collision = h0061B1
x = 160.1357, y = -383.4444, z = 82.02843, angle = -106.7631, collision = h0061B1
x = 161.7487, y = -383.2032, z = 82.52187, angle = -100.2492, collision = h0061B1
x = 162.774, y = -383.2032, z = 82.86542, angle = -74.00777, collision = h0061B1
x = 165.2252, y = -383.2032, z = 84.33434, angle = 113.8105, collision = h0061B1
x = 163.7858, y = -383.2032, z = 84.76064, angle = 21.49444, collision = h0061B1
x = 161.1784, y = -383.2032, z = 83.73114, angle = 150.1426, collision = h0061B1
x = 224.9989, y = -383.5193, z = 89.1199, angle = -170.9049, collision = h0064B1
x = 223.5889, y = -383.5182, z = 89.31857, angle = 104.8155, collision = h0064B1
x = 222.2306, y = -383.5177, z = 89.67756, angle = 129.9207, collision = h0064B1
x = 221.2479, y = -383.4954, z = 90.59575, angle = 117.7248, collision = h0064B1
x = 220.1514, y = -383.3566, z = 91.33553, angle = 142.0217, collision = h0064B1
x = 219.9346, y = -383.0703, z = 92.60616, angle = -75.55064, collision = h0064B1
x = 221.0632, y = -383.2413, z = 92.41798, angle = -34.19206, collision = h0064B1
x = 222.5244, y = -383.5172, z = 88.40224, angle = -72.86385, collision = h0064B1
x = 223.6714, y = -383.5174, z = 87.94873, angle = -96.0573, collision = h0064B1
x = 225.0322, y = -383.5173, z = 87.97054, angle = -95.53126, collision = h0064B1
x = 226.2195, y = -383.5181, z = 88.09755, angle = -94.01343, collision = h0064B1
x = 227.6688, y = -383.5189, z = 88.20843, angle = -59.96808, collision = h0064B1
x = 228.685, y = -383.5195, z = 87.85165, angle = -54.68935, collision = h0064B1
x = 229.8328, y = -383.2098, z = 87.19807, angle = -126.1058, collision = h0064B1
x = 230.9167, y = -382.6185, z = 87.62829, angle = 152.7974, collision = h0064B1
x = 230.8458, y = -382.7097, z = 88.8653, angle = 127.361, collision = h0064B1
x = 229.9005, y = -383.2707, z = 89.83585, angle = 81.90109, collision = h0064B1
x = 228.6037, y = -383.5215, z = 89.75005, angle = 76.77542, collision = h0064B1
x = 227.2415, y = -383.5197, z = 89.45184, angle = 75.40487, collision = h0064B1
x = 226.0688, y = -383.5198, z = 89.28867, angle = 150.8755, collision = h0064B1
x = 225.4397, y = -383.5205, z = 90.38791, angle = -141.2793, collision = h0064B1
x = 226.0072, y = -383.521, z = 91.25537, angle = -127.5274, collision = h0064B1
x = 226.8948, y = -383.5213, z = 92.00694, angle = -103.7284, collision = h0064B1
x = 228.1698, y = -383.5231, z = 92.42295, angle = -100.6485, collision = h0064B1
x = 229.4475, y = -383.528, z = 92.66447, angle = -91.98744, collision = h0064B1
x = 230.5934, y = -383.4716, z = 92.82845, angle = -72.54222, collision = h0064B1
x = 231.8184, y = -383.4573, z = 92.56824, angle = -55.93708, collision = h0064B1
x = 233.0273, y = -383.3784, z = 91.83871, angle = -120.3433, collision = h0064B1
x = 234.1541, y = -383.4675, z = 92.21075, angle = -126.6318, collision = h0064B1
x = 235.2528, y = -383.534, z = 93.03332, angle = -92.43315, collision = h0064B1
x = 236.6249, y = -383.5224, z = 93.22862, angle = -59.46837, collision = h0064B1
x = 237.8431, y = -383.504, z = 92.56559, angle = -41.93248, collision = h0064B1
x = 238.5509, y = -383.37, z = 91.80166, angle = -57.37551, collision = h6402B1
x = 236.6254, y = -383.2985, z = 91.92397, angle = 88.74618, collision = h0064B1
x = 235.3094, y = -383.2018, z = 91.91703, angle = 80.00426, collision = h0064B1
x = 231.5294, y = -383.376, z = 91.34504, angle = 99.53468, collision = h0064B1
x = 230.3121, y = -383.4738, z = 91.4908, angle = 106.4613, collision = h0064B1
x = 226.9546, y = -383.5219, z = 93.04876, angle = 61.50487, collision = h0064B1
x = 225.8429, y = -383.5218, z = 92.52165, angle = 57.05268, collision = h0064B1
x = 224.6989, y = -383.5215, z = 91.79951, angle = 94.17107, collision = h0064B1
x = 223.5305, y = -383.5217, z = 91.76704, angle = 128.6056, collision = h0064B1
x = 222.4494, y = -383.5016, z = 92.59747, angle = 143.5434, collision = h0064B1
x = 221.7494, y = -383.3125, z = 93.57242, angle = -178.1244, collision = h0064B1
x = 221.7059, y = -383.2108, z = 94.90244, angle = -155.4006, collision = h0064B1
x = 222.1772, y = -383.1867, z = 96.0238, angle = -114.6081, collision = h0064B1
x = 223.2769, y = -383.3486, z = 96.63058, angle = -53.2603, collision = h0064B1
x = 224.2747, y = -383.4508, z = 96.18945, angle = 16.33447, collision = h0064B1
x = 224.1718, y = -383.4753, z = 95.06499, angle = -14.06365, collision = h0064B1
x = 224.1429, y = -383.5044, z = 93.87494, angle = -96.0831, collision = h0064B1
x = 225.4862, y = -383.5227, z = 93.85881, angle = -103.9092, collision = h0064B1
x = 226.7278, y = -383.5227, z = 94.18654, angle = -168.2025, collision = h0064B1
x = 227.1805, y = -383.5233, z = 95.36382, angle = 173.8777, collision = h0064B1
